시설종류,순번,장례식장명,항목,품종,품명,세부내용,금액
장례식장,1,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,빈소+접객실,장례식장임대료,특1호실1일사용료,400000
장례식장,2,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,빈소+접객실,장례식장임대료,대특실1일사용료,500000
장례식장,3,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,빈소+접객실,장례식장임대료,특2호실1일사용료,300000
장례식장,4,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,빈소+접객실,장례식장임대료,특3호실1일사용료,300000
장례식장,5,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,빈소+접객실,장례식장임대료,일반실1일사용료,200000
장례식장,6,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,기타,염습료,염습비용,300000
장례식장,7,(복)대구가톨릭사회복지회논공 장례식장,시설임대료,기타,발인식장사용료,발인식장사용료,30000
장례식장,8,(복)대구가톨릭사회복지회논공 장례식장,안치실이용료,일반,안치료,안치료1일사용료,60000
장례식장,9,(복)대구가톨릭사회복지회논공 장례식장,식사,밥류,밥국(육개장)1식3찬,1인분,5000
장례식장,10,(복)대구가톨릭사회복지회논공 장례식장,식사,밥류,김치(국산),4 kg,40000
장례식장,11,(복)대구가톨릭사회복지회논공 장례식장,식사,과일류,수박(시세),10 kg,20000
장례식장,12,(복)대구가톨릭사회복지회논공 장례식장,식사,과일류,포도(시세),5 kg,25000
장례식장,13,(복)대구가톨릭사회복지회논공 장례식장,식사,과일류,방울토마토(시세),5 kg,30000
장례식장,14,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,분향제.발인제 (소),각1상,150000
장례식장,15,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,분향제(중),1상,200000
장례식장,16,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,분향제(대),1상,250000
장례식장,17,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,성복제,1상,150000
장례식장,18,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,상식,1상,40000
장례식장,19,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,평토반혼.납골제 (중),1상,200000
장례식장,20,(복)대구가톨릭사회복지회논공 장례식장,제사음식,일반,평토반혼납골제 (대),1상,250000
장례식장,21,(복)대구가톨릭사회복지회논공 장례식장,음료,콜라,콜라,캔,1200
장례식장,22,(복)대구가톨릭사회복지회논공 장례식장,음료,사이다,사이다,캔,800
장례식장,23,(복)대구가톨릭사회복지회논공 장례식장,음료,생수,생수,병,600
장례식장,24,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,식혜,캔,800
장례식장,25,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,헛개,병,3000
장례식장,26,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,멀티비타,병,800
장례식장,27,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,화이바,병,800
장례식장,28,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,갈아만든배,병,1000
장례식장,29,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,매실,캔,1000
장례식장,30,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,포카리,캔,1000
장례식장,31,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,오라떼,캔,1000
장례식장,32,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,캔커피,캔,800
장례식장,33,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,산삼,병,3000
장례식장,34,(복)대구가톨릭사회복지회논공 장례식장,음료,기타,컨디션,병,4000
장례식장,35,(복)대구가톨릭사회복지회논공 장례식장,음료,,알로에,캔,1000
장례식장,36,(복)대구가톨릭사회복지회논공 장례식장,주류,소주,소주,병,2000
장례식장,37,(복)대구가톨릭사회복지회논공 장례식장,주류,맥주,맥주,병,2000
장례식장,38,(복)대구가톨릭사회복지회논공 장례식장,주류,정종,법주,병,10000
장례식장,39,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,커피믹스,박스,20000
장례식장,40,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,맥반석,봉,26000
장례식장,41,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,커피넛,봉,10000
장례식장,42,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,바나나,봉,12000
장례식장,43,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,아몬드,봉,16000
장례식장,44,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,베게,개,2000
장례식장,45,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,화투판,장,10000
장례식장,46,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,카드,모,7000
장례식장,47,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,가위,개,4000
장례식장,48,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,위생팩,통,3500
장례식장,49,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,주방세제,통,2500
장례식장,50,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,수세미,개,2000
장례식장,51,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,식도,개,10000
장례식장,52,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,나무도마,개,20000
장례식장,53,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,밥.국그릇,줄,7000
장례식장,54,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,식탁보,묶음,10000
장례식장,55,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,물티슈,봉,10000
장례식장,56,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,운구장갑,10타,10000
장례식장,57,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,과도,개,3000
장례식장,58,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,이불,장,10000
장례식장,59,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,화투,모,4000
장례식장,60,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,세수비누,개,2000
장례식장,61,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,치솔,개,1000
장례식장,62,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,각티슈,3통,9000
장례식장,63,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,치약,개,2500
장례식장,64,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,슬리퍼,켤레,4000
장례식장,65,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,타올,장,3000
장례식장,66,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,고무장갑,켤래,3000
장례식장,67,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,위생장갑,통,2000
장례식장,68,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,접시(대),줄,1000
장례식장,69,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,접시(중),줄,800
장례식장,70,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,접시(소),줄,700
장례식장,71,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,종이컵(소),봉,800
장례식장,72,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,위생저,봉,4000
장례식장,73,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,요지,통,2000
장례식장,74,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,행주,장,2000
장례식장,75,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,종이컵(대),줄,1000
장례식장,76,(복)대구가톨릭사회복지회논공 장례식장,기타,기타류,숟가락,줄,1000
장례식장,77,(복)대구가톨릭사회복지회논공 장례식장,기타,,새우젓,그릇,10000
장례식장,78,(복)대구가톨릭사회복지회논공 장례식장,기타,,된장,그릇,10000
장례식장,79,(복)대구가톨릭사회복지회논공 장례식장,기타,,고추마늘,세트,10000
장례식장,80,(복)대구가톨릭사회복지회논공 장례식장,관,오동나무,오동0.6치,중국,200000
장례식장,81,(복)대구가톨릭사회복지회논공 장례식장,관,오동나무,오동1치,중국,300000
장례식장,82,(복)대구가톨릭사회복지회논공 장례식장,관,오동나무,오동1치2단,중국,400000
장례식장,83,(복)대구가톨릭사회복지회논공 장례식장,관,오동나무,오동2치,중국,500000
장례식장,84,(복)대구가톨릭사회복지회논공 장례식장,관,향나무,향나무2치,중국,1500000
장례식장,85,(복)대구가톨릭사회복지회논공 장례식장,관,소나무,적송2치,중국,900000
장례식장,86,(복)대구가톨릭사회복지회논공 장례식장,수의,인견,인견 홀치기,중국,600000
장례식장,87,(복)대구가톨릭사회복지회논공 장례식장,수의,명주,명주최상품,중국,1500000
장례식장,88,(복)대구가톨릭사회복지회논공 장례식장,수의,명주,순명주(칼라)상품,중국,2000000
장례식장,89,(복)대구가톨릭사회복지회논공 장례식장,수의,명주,순명주중품,중국,800000
장례식장,90,(복)대구가톨릭사회복지회논공 장례식장,수의,삼베,삼베상품,중국,1000000
장례식장,91,(복)대구가톨릭사회복지회논공 장례식장,수의,삼베,삼베안동포,중국,3000000
장례식장,92,(복)대구가톨릭사회복지회논공 장례식장,수의,삼베,삼베최상품,중국,2500000
장례식장,93,(복)대구가톨릭사회복지회논공 장례식장,수의,삼베,삼베특상품,중국,1500000
장례식장,94,(복)대구가톨릭사회복지회논공 장례식장,수의,삼베,삼베 중품,중국,600000
장례식장,95,(복)대구가톨릭사회복지회논공 장례식장,수의,삼베,삼베 하품,중국,400000
장례식장,96,(복)대구가톨릭사회복지회논공 장례식장,수의,기타,칼라수의,중국,400000
장례식장,97,(복)대구가톨릭사회복지회논공 장례식장,수의,기타,홀수의,중국,300000
장례식장,98,(복)대구가톨릭사회복지회논공 장례식장,수의,기타,홀치기,중국,1200000
장례식장,99,(복)대구가톨릭사회복지회논공 장례식장,입관용품,명정,명정실크,,50000
장례식장,100,(복)대구가톨릭사회복지회논공 장례식장,입관용품,관포(보),관보,,20000
장례식장,101,(복)대구가톨릭사회복지회논공 장례식장,입관용품,습신(꽃신),습신,,8000
장례식장,102,(복)대구가톨릭사회복지회논공 장례식장,입관용품,염포(보),염포염매하,중국,200000
장례식장,103,(복)대구가톨릭사회복지회논공 장례식장,입관용품,염포(보),염포염매상,중국,500000
장례식장,104,(복)대구가톨릭사회복지회논공 장례식장,입관용품,염포(보),염포염매중,중국,300000
장례식장,105,(복)대구가톨릭사회복지회논공 장례식장,입관용품,결관포(보),결관바,,30000
장례식장,106,(복)대구가톨릭사회복지회논공 장례식장,입관용품,칠성판/횡대,칠성판,,20000
장례식장,107,(복)대구가톨릭사회복지회논공 장례식장,입관용품,혼백,혼백,,10000
장례식장,108,(복)대구가톨릭사회복지회논공 장례식장,입관용품,기타,부의록,,20000
장례식장,109,(복)대구가톨릭사회복지회논공 장례식장,입관용품,기타,약솜,,10000
장례식장,110,(복)대구가톨릭사회복지회논공 장례식장,입관용품,기타,알콜,,10000
장례식장,111,(복)대구가톨릭사회복지회논공 장례식장,입관용품,기타,향초,,20000
장례식장,112,(복)대구가톨릭사회복지회논공 장례식장,입관용품,기타,한지,,20000
장례식장,113,(복)대구가톨릭사회복지회논공 장례식장,상주용품,기타,충관물大,,100000
장례식장,114,(복)대구가톨릭사회복지회논공 장례식장,상주용품,기타,완장,,1000
장례식장,115,(복)대구가톨릭사회복지회논공 장례식장,기타용품,리본/근조기,액자리본,,2000
장례식장,116,(복)대구가톨릭사회복지회논공 장례식장,기타용품,리본/근조기,차량리본,,10000
장례식장,117,(복)대구가톨릭사회복지회논공 장례식장,기타용품,기타,축문,,5000
장례식장,118,(유)금강장례식장,시설임대료,염습실/입관실,염습실,염습실사용료 (1회),300000
장례식장,119,(유)금강장례식장,시설임대료,기타,음식물쓰레기,1회,70000
장례식장,120,(유)금강장례식장,시설임대료,기타,법정폐기물,1회,70000
장례식장,121,(유)금강장례식장,시설임대료,기타,특실 분향실(301호),특실(1일 기준) 시간당 30000,720000
장례식장,122,(유)금강장례식장,시설임대료,기타,일반 분향실 (201202호),일반실(1일 기준)시간당22000,528000
장례식장,123,(유)금강장례식장,시설임대료,기타,일반 분향실 (302호),일반실(1일 기준) 시간당 27000,648000
장례식장,124,(유)금강장례식장,시설임대료,기타,일반 분향실 (101호),일반실(1일 기준)시간당17000,408000
장례식장,125,(유)금강장례식장,시설임대료,기타,특실 분향실(401402호),특실(1일 기준) 시간당 35000,840000
장례식장,126,(유)금강장례식장,안치실이용료,일반,안치료,안치료 (1일기준),120000
장례식장,127,(유)금강장례식장,청소/관리,청소비,시설청소비,1회 기준,70000
장례식장,128,(유)금강장례식장,청소/관리,관리비,시설관리비,1일 기준,190000
장례식장,129,(유)금강장례식장,청소/관리,폐기물,폐기물처리,1회 기준,70000
장례식장,130,(유)금강장례식장,도우미,도우미,도우미,1일 10시간 기준,100000
장례식장,131,(유)금강장례식장,주차비,주차비,주차비,1시간 기준,2400
장례식장,132,(유)금강장례식장,식사,밥류,밥,50인분,70000
장례식장,133,(유)금강장례식장,식사,국/찌개,육개장북어국소고기무국다슬기된장국,50인분,150000
장례식장,134,(유)금강장례식장,식사,반찬류,새우젓,1kg,11000
장례식장,135,(유)금강장례식장,식사,반찬류,멸치고추볶음,2Kg,97000
장례식장,136,(유)금강장례식장,식사,반찬류,오징어채볶음,2.5Kg,136000
장례식장,137,(유)금강장례식장,식사,반찬류,배추김치,4Kg,80000
장례식장,138,(유)금강장례식장,식사,반찬류,계절나물,3kg,92000
장례식장,139,(유)금강장례식장,식사,반찬류,양념불고기,2kg,125000
장례식장,140,(유)금강장례식장,식사,반찬류,홍어무침,4Kg,150000
장례식장,141,(유)금강장례식장,식사,반찬류,명태코다리찜,3Kg,130000
장례식장,142,(유)금강장례식장,식사,반찬류,매실장아찌,2kg,110000
장례식장,143,(유)금강장례식장,식사,전류,모듬전,4Kg,147000
장례식장,144,(유)금강장례식장,식사,육류,수육,4Kg,160000
장례식장,145,(유)금강장례식장,제단,제단장식,제단장식(3호),,1100000
장례식장,146,(유)금강장례식장,제단,제단장식,제단장식(2호),,900000
장례식장,147,(유)금강장례식장,제단,제단장식,제단장식(1호),,700000
장례식장,148,(유)금강장례식장,제단,제단장식,제단장식(4호),,1300000
장례식장,149,(유)금강장례식장,제단,제단장식,제단장식(5호),,1600000
장례식장,150,(유)금강장례식장,제단,영정장식,사진액자리본,고급형,20000
장례식장,151,(유)금강장례식장,영정사진,사진,영정사진,액자포함,90000
장례식장,152,(유)금강장례식장,영정사진,액자,영정액자틀,액자(단품),50000
장례식장,153,(유)금강장례식장,운구차량,버스,운구차량,45인승-화장장 왕복 기준,450000
장례식장,154,(유)금강장례식장,운구차량,리무진,리무진,화장장 편도 기준,590000
장례식장,155,(유)금강장례식장,운구차량,엠블란스,앰블런스,화장장 편도 기준,250000
장례식장,156,(유)금강장례식장,염습/입관,일반,특수 입관비,야간입관 / 사고사,500000
장례식장,157,(유)금강장례식장,염습/입관,일반,염습비,,350000
장례식장,158,(유)금강장례식장,염습/입관,일반,자체입관,상조포함,300000
장례식장,159,(유)금강장례식장,수시/초염,일반,수시비,,200000
장례식장,160,(유)금강장례식장,제사음식,일반,제사음식 - 성복제,,300000
장례식장,161,(유)금강장례식장,제사음식,일반,제사음식 - 초배상,,150000
장례식장,162,(유)금강장례식장,제사음식,일반,제사음식 - 상식,,30000
장례식장,163,(유)금강장례식장,제사음식,일반,제사음식 - 발인제,,300000
장례식장,164,(유)금강장례식장,제사음식,일반,제사음식 - 봉분제,포장,300000
장례식장,165,(유)금강장례식장,음료,콜라,콜라,1박스(30캔),36000
장례식장,166,(유)금강장례식장,음료,사이다,사이다,1박스(30개),42000
장례식장,167,(유)금강장례식장,음료,커피,캔커피(TOP),1박스(20개),44000
장례식장,168,(유)금강장례식장,음료,생수,생수(大),1통,8000
장례식장,169,(유)금강장례식장,음료,생수,생수,1박스(20개),13000
장례식장,170,(유)금강장례식장,음료,기타,블루베리음료,1박스(10개),20000
장례식장,171,(유)금강장례식장,음료,기타,산삼해취헛개컨디션원기력,1박스(10개),40000
장례식장,172,(유)금강장례식장,음료,기타,식혜,1박스(24캔),24000
장례식장,173,(유)금강장례식장,음료,기타,망고,1박스(30캔),30000
장례식장,174,(유)금강장례식장,음료,기타,매실,1박스(30캔),27000
장례식장,175,(유)금강장례식장,음료,기타,포카리,1박스(30개),39000
장례식장,176,(유)금강장례식장,음료,기타,비타,1박스(10개),8000
장례식장,177,(유)금강장례식장,조화/화환/헌환,화환용,근조3단,,100000
장례식장,178,(유)금강장례식장,조화/화환/헌환,헌화용,헌화용 국화,30송이(기본수량),30000
장례식장,179,(유)금강장례식장,주류,소주,소주(참이슬),1병,1900
장례식장,180,(유)금강장례식장,주류,맥주,캔맥주(CASS),1박스(24개),60000
장례식장,181,(유)금강장례식장,주류,정종,정종(백화수복),1병,10000
장례식장,182,(유)금강장례식장,관,오동나무,오동 1.0 보통관,집성판 480*360*1870*30T,250000
장례식장,183,(유)금강장례식장,관,오동나무,오동 1.5 특관,집성판 540*420*1990*45T,400000
장례식장,184,(유)금강장례식장,관,오동나무,오동 1.0 특관,집성판 510*390*1940*30T,300000
장례식장,185,(유)금강장례식장,관,오동나무,오동 1.5 고급관,집성판 550*430*1980*45T,450000
장례식장,186,(유)금강장례식장,관,오동나무,오동 0.6 맞춤관,집성판 610*400*1950*18T,300000
장례식장,187,(유)금강장례식장,관,오동나무,오동 0.6 특관,집성판 510*365*1940*18T,250000
장례식장,188,(유)금강장례식장,관,오동나무,오동 0.6 보통관,집성판 450*330*1840*18T,200000
장례식장,189,(유)금강장례식장,관,오동나무,오동 1.5 보통관,집성판 510*390*1640*45T,350000
장례식장,190,(유)금강장례식장,관,향나무,향나무 1.5 조각,통판 660*450*2000*44T,2500000
장례식장,191,(유)금강장례식장,관,향나무,향나무 1.5 보통관,통판 510*380*1960*44T,1300000
장례식장,192,(유)금강장례식장,관,향나무,향나무 1.5 육각,통판 560*420*1980*44T,1600000
장례식장,193,(유)금강장례식장,관,향나무,향나무 1.5 특관,통판 540*410*1980*44T,1500000
장례식장,194,(유)금강장례식장,관,소나무,솔송 1.5 고급관,통판 550*430*1980*44T,900000
장례식장,195,(유)금강장례식장,관,소나무,솔송 1.5 특관,통판 540*420*1990*44T,850000
장례식장,196,(유)금강장례식장,관,소나무,솔송 1.5 보통관,통판 510*380*1960*44T,700000
장례식장,197,(유)금강장례식장,관,아동,오동1.8cm,집성판 150cm 미만,150000
장례식장,198,(유)금강장례식장,수의,면,금강2호,면/중국,600000
장례식장,199,(유)금강장례식장,수의,면,금강1호,면/중국,300000
장례식장,200,(유)금강장례식장,수의,대마,금강8호,대마/국산,4000000
장례식장,201,(유)금강장례식장,수의,대마,금강5호,대마/중국,1200000
장례식장,202,(유)금강장례식장,수의,대마,금강6호,대마/국산,1500000
장례식장,203,(유)금강장례식장,수의,대마,금강7호,대마/중국,3000000
장례식장,204,(유)금강장례식장,수의,저마,금강3호,저마+레이온/중국,800000
장례식장,205,(유)금강장례식장,수의,저마,금강4호,저마/국산,1000000
장례식장,206,(유)금강장례식장,입관용품,수시(수세)포,수시포,280/공단/한국,50000
장례식장,207,(유)금강장례식장,입관용품,수시(수세)포,수시복,광목/한국,30000
장례식장,208,(유)금강장례식장,입관용품,수시(수세)포,위생매트,면/한국,100000
장례식장,209,(유)금강장례식장,입관용품,명정,명정,공단,50000
장례식장,210,(유)금강장례식장,입관용품,관포(보),관보,꽃장식 고급관보,120000
장례식장,211,(유)금강장례식장,입관용품,염포(보),염보,인견/인쇄,100000
장례식장,212,(유)금강장례식장,입관용품,결관포(보),결관바,폴리/친환경소재,130000
장례식장,213,(유)금강장례식장,입관용품,칠성판/횡대,칠성판,오동(합판),30000
장례식장,214,(유)금강장례식장,입관용품,칠성판/횡대,오동2.0횡대,집성판 300*660*60T,180000
장례식장,215,(유)금강장례식장,입관용품,칠성판/횡대,향나무1.5 맞춤횡대,통판 300*720*45T,400000
장례식장,216,(유)금강장례식장,입관용품,칠성판/횡대,향나무1.5횡대,통판 300*660*45T,300000
장례식장,217,(유)금강장례식장,입관용품,칠성판/횡대,오동1.0횡대,집성판 270*600*30T,100000
장례식장,218,(유)금강장례식장,입관용품,칠성판/횡대,오동1.5횡대,집성판 300*660*45T,150000
장례식장,219,(유)금강장례식장,입관용품,칠성판/횡대,칠성판,185/오동/중국,30000
장례식장,220,(유)금강장례식장,입관용품,칠성판/횡대,솔송1.5횡대,통판 300*660*45T,200000
장례식장,221,(유)금강장례식장,입관용품,탈지면,탈지면,원단,20000
장례식장,222,(유)금강장례식장,입관용품,탈지면,탈지면,절단,5000
장례식장,223,(유)금강장례식장,입관용품,베게,수세베개,스티로폼,2000
장례식장,224,(유)금강장례식장,입관용품,운아/예단,운아,종이/중국,5000
장례식장,225,(유)금강장례식장,입관용품,운아/예단,예단,종이/인견,8000
장례식장,226,(유)금강장례식장,입관용품,혼백,혼백,혼용사/수실,5000
장례식장,227,(유)금강장례식장,입관용품,보공,보공,한지/대패밥,20000
장례식장,228,(유)금강장례식장,입관용품,다라니경/기도문,다라니경,한지,5000
장례식장,229,(유)금강장례식장,입관용품,기타,알코올,에단250ml,5000
장례식장,230,(유)금강장례식장,입관용품,기타,수시용 복건세트,면/한국,70000
장례식장,231,(유)금강장례식장,입관용품,기타,멧베,베/중국,200000
장례식장,232,(유)금강장례식장,입관용품,기타,꼬깔,베/중국,100000
장례식장,233,(유)금강장례식장,입관용품,기타,한지,60*90*20장,10000
장례식장,234,(유)금강장례식장,입관용품,기타,공포,상베,12000
장례식장,235,(유)금강장례식장,입관용품,기타,위생용품세트,5종,120000
장례식장,236,(유)금강장례식장,입관용품,기타,입관부속세트,5종세트/베/중국,100000
장례식장,237,(유)금강장례식장,상주용품,남상복,남상복,레이온/중국,40000
장례식장,238,(유)금강장례식장,상주용품,여상복,여상복,레이온/중국,25000
장례식장,239,(유)금강장례식장,상주용품,기타,일반완장,레이온/한국,5000
장례식장,240,(유)금강장례식장,상주용품,기타,고급완장,레이온/한국,10000
장례식장,241,(유)금강장례식장,상주용품,기타,넥타이,,5000
장례식장,242,(유)금강장례식장,상주용품,기타,운구용장갑,면/한국 (10EA),10000
장례식장,243,(유)금강장례식장,상주용품,기타,와이셔츠,,15000
장례식장,244,(유)금강장례식장,상주용품,기타,영정거치대,플라스틱/한국,50000
장례식장,245,(유)금강장례식장,기타용품,빈소용품,공기밥그릇,1줄,8500
장례식장,246,(유)금강장례식장,기타용품,빈소용품,집게,1개,2700
장례식장,247,(유)금강장례식장,기타용품,빈소용품,퐁퐁세제,1개,2500
장례식장,248,(유)금강장례식장,기타용품,빈소용품,위생행주,1묶음(3장),1700
장례식장,249,(유)금강장례식장,기타용품,빈소용품,베개,1개,3000
장례식장,250,(유)금강장례식장,기타용품,빈소용품,치약,1개,3100
장례식장,251,(유)금강장례식장,기타용품,빈소용품,컵라면(육개장),1박스(24개),27000
장례식장,252,(유)금강장례식장,기타용품,빈소용품,김과자,1봉,12000
장례식장,253,(유)금강장례식장,기타용품,빈소용품,타올,1개,3700
장례식장,254,(유)금강장례식장,기타용품,빈소용품,물티슈,1개,2500
장례식장,255,(유)금강장례식장,기타용품,빈소용품,그린팩,1팩,3000
장례식장,256,(유)금강장례식장,기타용품,빈소용품,화투,1개,4000
장례식장,257,(유)금강장례식장,기타용품,빈소용품,고무장갑,1개,3000
장례식장,258,(유)금강장례식장,기타용품,빈소용품,접시(대),1개,1700
장례식장,259,(유)금강장례식장,기타용품,빈소용품,소주컵,1줄,1100
장례식장,260,(유)금강장례식장,기타용품,빈소용품,접시(소),1개,950
장례식장,261,(유)금강장례식장,기타용품,빈소용품,칫솔,1개,2100
장례식장,262,(유)금강장례식장,기타용품,빈소용품,접시(중),1개,1500
장례식장,263,(유)금강장례식장,기타용품,빈소용품,식도,1개,8000
장례식장,264,(유)금강장례식장,기타용품,빈소용품,주걱,1개,4000
장례식장,265,(유)금강장례식장,기타용품,빈소용품,키친타올,1묶음(2개),4600
장례식장,266,(유)금강장례식장,기타용품,빈소용품,담요,1개,11000
장례식장,267,(유)금강장례식장,기타용품,빈소용품,숟가락,1묶음(100개),13500
장례식장,268,(유)금강장례식장,기타용품,빈소용품,수세미,1개,1700
장례식장,269,(유)금강장례식장,기타용품,빈소용품,슬리퍼,1개,7000
장례식장,270,(유)금강장례식장,기타용품,빈소용품,크리넥스,1묶음(6개),9800
장례식장,271,(유)금강장례식장,기타용품,빈소용품,바나나,1봉,14000
장례식장,272,(유)금강장례식장,기타용품,빈소용품,가위,1개,4500
장례식장,273,(유)금강장례식장,기타용품,빈소용품,맥심,1팩(100개),19800
장례식장,274,(유)금강장례식장,기타용품,빈소용품,종량제봉투,1장,1540
장례식장,275,(유)금강장례식장,기타용품,빈소용품,카드,1개,5000
장례식장,276,(유)금강장례식장,기타용품,빈소용품,진미채,1봉,29000
장례식장,277,(유)금강장례식장,기타용품,빈소용품,부의봉투,1묶음(100장),2500
장례식장,278,(유)금강장례식장,기타용품,빈소용품,국자,1개,9700
장례식장,279,(유)금강장례식장,기타용품,빈소용품,상종이,1묶음(50매),15500
장례식장,280,(유)금강장례식장,기타용품,빈소용품,양말,1켤레,2500
장례식장,281,(유)금강장례식장,기타용품,빈소용품,쟁반,1개,9000
장례식장,282,(유)금강장례식장,기타용품,빈소용품,위생장갑,1팩,1800
장례식장,283,(유)금강장례식장,기타용품,빈소용품,믹스넛,1봉,17000
장례식장,284,(유)금강장례식장,기타용품,빈소용품,종이컵,1줄,1700
장례식장,285,(유)금강장례식장,기타용품,빈소용품,도마,1개,7500
장례식장,286,(유)금강장례식장,기타용품,빈소용품,젓가락,1묶음(200개),14500
장례식장,287,(유)금강장례식장,기타용품,빈소용품,이쑤시개,1개,1000
장례식장,288,(유)금강장례식장,기타용품,빈소용품,과도,1개,3700
장례식장,289,(유)금강장례식장,기타용품,빈소용품,놀이방석,1개,8500
장례식장,290,(유)금강장례식장,기타용품,빈소용품,무연향,25/향/한국,5000
장례식장,291,(유)금강장례식장,기타용품,빈소용품,위패/명패,30/향나무/중국,30000
장례식장,292,(유)금강장례식장,기타용품,빈소용품,부의록,35/비로드/한국,30000
장례식장,293,(유)금강장례식장,기타용품,빈소용품,양초,50/양초/한국,10000
장례식장,294,(유)금강장례식장,기타용품,차량용품,차량근조리본,레이온/한국,80000
장례식장,295,(유)동이리장례식장,시설임대료,빈소+접객실,특   실,분향실접객실상주방2로비등 200평(1시간당),29000
장례식장,296,(유)동이리장례식장,시설임대료,빈소+접객실,일반실,분향실접객실상주방1로비등 100평(1시간당),19000
장례식장,297,(유)동이리장례식장,시설임대료,염습실/입관실,입관실,입관실부대시설비품등,300000
장례식장,298,(유)동이리장례식장,시설임대료,기타,예식실,예식실부대시설비품등,100000
장례식장,299,(유)동이리장례식장,안치실이용료,일반,안치실,안치고 및 부대시설(1시간당),5000
장례식장,300,(유)동이리장례식장,청소/관리,관리비,관리비/ 1일,전화료비품대여음식물페기처리소독등(30000원/1일),30000
장례식장,301,(유)동이리장례식장,식사,밥류,밥,쌀(국내),68000
장례식장,302,(유)동이리장례식장,식사,국/찌개,김치찌개,김치(국내)돼지고기(국내),158000
장례식장,303,(유)동이리장례식장,식사,국/찌개,콩나물북어국,북어채(러시아),136000
장례식장,304,(유)동이리장례식장,식사,국/찌개,홍어탕야채,1회/야채(국내),20000
장례식장,305,(유)동이리장례식장,식사,국/찌개,소고기무우국,소고기(호주),174000
장례식장,306,(유)동이리장례식장,식사,국/찌개,홍어탕,홍어(아르헨티나),148000
장례식장,307,(유)동이리장례식장,식사,국/찌개,콩나물북어국,콩나물(중국콩국내생산) 북어채(러시아),136000
장례식장,308,(유)동이리장례식장,식사,국/찌개,육개장,소고기(호주),167000
장례식장,309,(유)동이리장례식장,식사,반찬류,홍어회무침,홍어(아르헨티나),150000
장례식장,310,(유)동이리장례식장,식사,반찬류,김치,배추(국내)고추가루(국내),100000
