id,name,type,religion,address,lat,lng,price_range,rating,review_count,image_url,description,features,phone,prices,gallery_images,reviews,created_at,owner_user_id,is_verified,data_source,price_info,ai_context,naver_booking_url
4269870682,사랑의동산,charnel,,"경기도 양평군 지평면 금의길 36-27 사랑의동산 (망미리, 양평금식기도원)",37.4671058138841,127.657391717056,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002883/1747200463128.png,,,031-775-0096,,,,2025-12-22T14:00:47.256164+00:00,,false,public_data,,,
4086695415,샘안양병원장례식장,funeral,,"경기도 안양시 만안구 삼덕로 9,613-8 (안양동, 안양샘병원)",37.5,127,,4.72,5,https://15774129.go.kr/BCUser/facilitypic/1000000366/1559113945904.jpg,,,031-467-9114,,,,2025-12-22T07:57:45.347193+00:00,,false,public_data,,,
2622962503,능인불교선양원봉안당,charnel,,"서울특별시 강남구 양재대로 340 (개포동, 능인선원)",37.4716779537989,127.052591694421,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002464/1708480230316.PNG,,,02-577-5800,,,,2025-12-22T14:00:49.390267+00:00,,false,public_data,,,
5373193026,이진암 안양원,charnel,,경상남도 거제시 일운면 옥녀봉길 48 (옥림리),34.8504804505999,128.702885410328,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002612/1707977256614.PNG,,,055-681-3569,,,,2025-12-22T14:00:43.195909+00:00,,false,public_data,,,
4190007193,불조사 휴안추모관,charnel,,"경상남도 김해시 상동면 상동로 178-54 (우계리, 불조사)",35.3000167627263,128.892954576707,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002769/1711351753448.PNG,,,055-724-3341,,,,2025-12-22T14:00:45.22474+00:00,,false,public_data,,,
7621224087,정통불교조계종 총본산 세원사,charnel,,경상남도 의령군 칠곡면 칠곡로1길 56세원사 (도산리),35.3391217204637,128.186493764612,,0,0,https://15774129.go.kr/BCUser/facilitypic/1729650541962.jpg,,,070-8816-1002,,,,2025-12-22T14:00:46.242469+00:00,,false,public_data,,,
7547267339,고려대안산병원장례식장,funeral,,"경기도 안산시 단원구 적금로 123 (고잔동, 고려대학병원)",37.3188584497967,126.824999466436,,4.72,5,https://15774129.go.kr/BCUser/facilitypic/1460682259028_1000000068_0.JPG,,,031-411-4441,,,,2025-12-22T07:57:45.013015+00:00,,false,public_data,,,
6576630419,화광사 봉안당,charnel,,"경기도 남양주시 화도읍 경춘로2192번길 107 (월산리, 대한불교화광사)",37.6477361707451,127.335252953693,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002669/1707975998969.PNG,,,031-595-0977,,,,2025-12-22T14:00:44.214693+00:00,,false,public_data,,,
1247616393,불광사 지장전,charnel,,경기도 용인시 처인구 백암면 박곡로208번길 24(박곡리),37.1720454093784,127.397020681702,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002104/1708328964939.PNG,,,031-323-1207,,,,2025-12-22T14:00:50.428247+00:00,,false,public_data,,,
2314434313,양평군공설봉안시설,charnel,,"경기도 양평군 양평읍 중앙로111번길 54 (공흥리, 쉼터공원관리사무실)",37.4982163612292,127.504531342406,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002173/1708309534912.PNG,,,031-770-3027,,,,2025-12-22T14:00:51.641163+00:00,,false,public_data,,,
6591793158,보명사 봉안탑,charnel,,경기도 화성시 장안면 남양황라로 529-17 (장안리),37.0317877851174,126.851361564911,,0,0,https://15774129.go.kr/BCUser/facilitypic/1750652500866.png,,,031-358-5250,,,,2025-12-22T14:00:52.638025+00:00,,false,public_data,,,
1149005263,청량교회 청량동산,charnel,,경기도 가평군 청평면 양진길 104 (고성리),37.7229164211905,127.487286868671,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002308/1708309252603.PNG,,,02-968-1162,,,,2025-12-22T14:00:53.640783+00:00,,false,public_data,,,
4950901594,밀알교회 CATACOMB,charnel,,경기도 구리시 코스모스길215번길 96 (토평동),37.5801575496025,127.155634958612,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002318/1708309332383.PNG,,,031-556-1005,,,,2025-12-22T14:00:54.780416+00:00,,false,public_data,,,
3214452766,금강사추모관,charnel,,경상북도 포항시 북구 침촌마을길 213-7 (양덕동),36.0908289210123,129.364943104746,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002398/1708319652296.PNG,,,054-253-3398,,,,2025-12-22T14:00:55.837233+00:00,,false,public_data,,,
6978444871,꽃동네 봉안묘(봉안담),charnel,,충청북도 음성군 맹동면 원중로 1221 (통동리),36.9018950702439,127.560669524945,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002293/1707984378260.PNG,,,043-879-0100,,,,2025-12-22T14:00:56.851323+00:00,,false,public_data,,,
6018584588,지장대사 극락전봉안당,charnel,,"전라남도 여수시 돌산읍 몰둠벙길 165(평사리, 지장대사)",34.692327841136,127.758440993272,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002448/1708317028065.PNG,,,061-644-1244,,,,2025-12-22T14:00:57.852309+00:00,,false,public_data,,,
2415484148,홍성군공원묘지 가족봉안묘,charnel,,충청남도 홍성군 갈산면 갈산서길170번길 109-47 (부기리),36.6096538713081,126.541144801331,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002981/1764119644572.png,,,041-630-9823,,,,2025-12-22T14:00:58.866888+00:00,,false,public_data,,,
4828034566,더 크레스트 봉안당,charnel,,경기도 포천시 내촌면 부마로 341 (마명리),37.771463289914,127.199033355661,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002996/1766128796488.jpg,,,031-532-2520,,,,2025-12-22T14:00:59.927179+00:00,,false,public_data,,,
5909956423,하동영신원,charnel,,경상남도 하동군 적량면 동산리 368-5,35.0838941352025,127.786212946714,,0,0,https://15774129.go.kr/BCUser/facilitypic/1752641841419.png,,,--,,,,2025-12-22T14:00:44.559695+00:00,,false,public_data,,,
4656740202,대한불교조계종 천탑사(봉안당),charnel,,경상남도 밀양시 삼랑진읍 화성길 13-47 (미전리),35.4106192006407,128.80167513486,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002593/1707979185553.PNG,,,055-351-4440,,,,2025-12-22T14:00:42.499543+00:00,,false,public_data,,,
8561184674,보석교회 헤븐스,charnel,,충청남도 아산시 배방읍 고불로 129-26 (수철리),36.7168722760532,127.065358176602,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002628/1711329362376.PNG,,,041-568-9993,,,,2025-12-22T14:00:43.534703+00:00,,false,public_data,,,
7892370757,성남시의료원장례식장,funeral,,"경기도 성남시 수정구 수정로171번길 10 (태평동, 성남시의료원)",37.4449845572902,127.139057724536,,4.78,5,https://15774129.go.kr/BCUser/facilitypic/1581907250970_7000002320_0.jpg,,,031-738-7450,,,,2025-12-22T07:57:45.666215+00:00,,false,public_data,,,
2580198310,유토피아추모공원(헤리티지별관),charnel,,경기도 안성시 일죽면 화곡길 93 (화곡리),37.1168705140566,127.462888436762,,0,0,https://15774129.go.kr/BCUser/facilitypic/1719302254779.jpg,,,031-673-7904,,,,2025-12-22T14:00:45.568507+00:00,,false,public_data,,,
9011577919,약수사 봉안당,charnel,,"서울특별시 관악구 약수암1길 28 (신림동, 약수사)",37.4591113622724,126.934582664735,,0,0,https://15774129.go.kr/BCUser/facilitypic/1750395178349.png,,,02-877-7514,,,,2025-12-22T14:00:47.58149+00:00,,false,public_data,,,
4277791476,남도광역추모공원(봉안당),charnel,,전라남도 해남군 황산면 호교길 241-250 (일신리),34.5625734321077,126.519440598994,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002058/1555899079906.png,,,061-530-5141,,,,2025-12-22T14:00:49.724204+00:00,,false,public_data,,,
4560767703,대원정사 봉안당,charnel,,경기도 양주시 장흥면 권율로309번길 317-214 (석현리),37.7494123790797,126.936153428529,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002114/1708481529262.PNG,,,031-855-5501,,,,2025-12-22T14:00:50.936983+00:00,,false,public_data,,,
8713400317,묘통사 납골공원,charnel,,경상남도 사천시 곤명면 세종태실로 106 (은사리),35.1300321715783,127.921242313776,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002251/1708317488445.PNG,,,055-855-4050,,,,2025-12-22T14:00:51.977053+00:00,,false,public_data,,,
4545699463,재단법인 아너스홈,charnel,,충청남도 계룡시 두마면 제1산단로 132 (입암리),36.244408203365,127.266165385109,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002766/1709539562682.PNG,,,042-585-0536,,,,2025-12-22T14:00:46.586948+00:00,,false,public_data,,,
1102210333,(주)시민장례식장,funeral,,부산광역시 부산진구 자유평화로 31 (범천동),35.1416144177994,129.063006942103,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000000904/1556525073625.jpg,,,051-636-4444,,,,2025-12-22T13:36:53.605797+00:00,,false,public_data,,,
9083653267,천주교 춘천교구 부활성당 추모관,charnel,,강원특별자치도 춘천시 신동면 김유정로 1727 (정족리),37.8417025231121,127.729238157797,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002697/1707892875934.PNG,,,033-240-6022,,,,2025-12-22T14:00:44.892779+00:00,,false,public_data,,,
7432738396,한결재단법인 하늘정원,charnel,,충청북도 단양군 영춘면 사지원리 445-6,37.1047383162668,128.43816343654,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002812/1725436711136.PNG,,,041-545-0601,,,,2025-12-22T14:00:45.905187+00:00,,false,public_data,,,
4588258946,김천시립추모공원(봉안당),charnel,,경상북도 김천시 봉산면 영남대로 431 (신암리),36.1731214024304,128.020481619149,,0,0,https://15774129.go.kr/BCUser/facilitypic/1733706142811.jpg,,,054-421-1616,,,,2025-12-22T14:00:46.913597+00:00,,false,public_data,,,
4585126920,무량사추모관,charnel,,경상북도 포항시 북구 흥해읍 동해대로1393번길 111-99 (초곡리),36.1009033369573,129.322952172792,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002467/1708308668735.PNG,,,054-261-7737,,,,2025-12-22T14:00:49.064136+00:00,,false,public_data,,,
4898589855,봉갑사 납골묘,charnel,,전라남도 보성군 문덕면 단양길 296-6 (봉갑리),34.9452460987372,127.152644514786,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002074/1711415604234.PNG,,,061-853-9979,,,,2025-12-22T14:00:50.061426+00:00,,false,public_data,,,
8444495468,진목정성지 하늘원,charnel,,경상북도 경주시 산내면 수의길 192 (내일리),35.7530509120762,129.07607164538,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002126/1708329470272.PNG,,,054-751-6488,,,,2025-12-22T14:00:51.293059+00:00,,false,public_data,,,
7729223883,(재)풍산공원묘원 봉안묘,charnel,,"충청남도 천안시 동남구 병천면 풍산공원길 70 (봉항리, 풍산공원묘역)",36.8283255597221,127.308221106934,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002275/1708308767576.PNG,,,041-554-4199,,,,2025-12-22T14:00:52.299562+00:00,,false,public_data,,,
4511693164,백련사 봉안탑,charnel,,"경기도 가평군 상면 샘골길 159-50 (연하리, 백련사)",37.7834432845443,127.349401308196,,0,0,https://15774129.go.kr/BCUser/facilitypic/7000002303/1711342204243.PNG,,,031-585-3855,,,,2025-12-22T14:00:53.309024+00:00,,false,public_data,,,
